song_no,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
3210,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,3JWiDGQX2eTlFvKj3Yssj3,151873,4
3211,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21E-05,0.0426,0.434,180.291,2QpGZOhTCHHiKmpSO9FW4h,104591,4
3212,0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997,1WnqWQcWcuQbVzgE7ecfCY,112239,5
3213,0.539,0.431,8,-9.298,1,0.0249,0.628,0.653,0.11,0.122,105.156,1Bh0UzthW8pKEnYg7v40Oa,288595,4
3214,0.781,0.518,9,-4.657,0,0.0297,0.0652,0.000656,0.0522,0.61,99.984,17UwOJOXHbggzJfAreIgII,136614,4
3215,0.6,0.821,1,-7.956,0,0.0266,5.12E-05,0.77,0.519,0.287,117.013,30Ih2VLYmGIWameeQeyaDr,218493,4
3216,0.65,0.481,0,-9.582,1,0.0283,0.201,0.901,0.111,0.166,83.976,5Hu24z7izB3LKi6pHaPq3C,214886,4
3217,0.623,0.642,1,-6.199,0,0.0308,0.0583,0.0148,0.288,0.584,171.027,4TxuAw6GMHFPMv6NQeXm6l,197888,4
3218,0.4,0.739,2,-6.763,1,0.0309,9.52E-06,0.443,0.117,0.531,76.977,6XpJw6mIuTQ7tPYTvjYyVX,212160,4
3219,0.292,0.334,6,-10.679,0,0.0378,0.839,0.345,0.151,0.148,67.836,2mdEsXPu8ZmkHRRtAdC09e,300683,4
3220,0.573,0.473,8,-10.839,0,0.0268,0.0944,0.397,0.199,0.515,77.494,07l1nBCfaD3QqL7OnFZrXI,227653,4
3221,0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,4j4pPKE3xAblPIbhxScC1j,173693,4
3222,0.819,0.439,11,-7.316,1,0.23,0.0561,0,0.136,0.411,134.874,4yvrKVY7V0a3pLbNUFbaN4,185778,4
3223,0.591,0.847,7,-4.963,1,0.0642,0.00971,0.000124,0.176,0.64,104.004,0fsuyQqz1nuYtfosExYeeY,235840,4
3224,0.667,0.503,0,-8.217,0,0.0526,0.552,0,0.169,0.584,144.015,5TgS4dcUAU8EEb506d8wAT,177630,4
3225,0.665,0.317,5,-10.644,1,0.0327,0.874,3.80E-05,0.111,0.359,117.698,7vRia9rlEuTDQxkfXIKySi,386200,4
3226,0.705,0.379,5,-8.488,1,0.0319,0.482,0,0.0684,0.521,121.995,6lxJDscGCALBzA0BdhGCiL,212893,4
3227,0.551,0.219,5,-11.196,1,0.0285,0.707,0.000691,0.118,0.191,80.978,4EWBhKf1fOFnyMtUzACXEc,267520,4
3228,0.691,0.68,5,-7.808,1,0.0365,0.387,0.000276,0.0508,0.361,149.974,5h68UTytwmTJDwoGbqLwzV,236893,4
3229,0.748,0.441,10,-7.653,0,0.0622,0.592,0,0.176,0.44,124.107,0YdIIMb2MHuxoUudkAY9gS,219800,4
3230,0.518,0.403,4,-9.273,0,0.135,0.777,3.11E-05,0.112,0.197,82.152,1pi6ZMcC30dpQSOQHfc4QE,131080,4
3231,0.487,0.909,10,-4.092,1,0.0994,0.302,2.91E-05,0.0781,0.293,187.829,4tVphly4D1PB8tJC9gHMcJ,146093,4
3232,0.626,0.725,11,-7.782,0,0.177,0.0119,0.0675,0.0882,0.633,174.869,5dQcubBc2J3Pl0RVWL0wrb,251061,4
3233,0.622,0.512,2,-7.44,0,0.0383,0.352,0.405,0.109,0.614,169.983,2apLrBlEQvFa8ob0dQcu6i,206813,4
3234,0.57,0.61,11,-7.146,1,0.0347,0.632,0.567,0.099,0.504,88.674,2TSt5uNcRSnMbxYJ5AjPvt,236453,4
3235,0.817,0.471,9,-13.301,1,0.0335,0.0529,0.224,0.106,0.962,89.551,0qQ9VcVPkWDTnff6HIhISU,173954,4
3236,0.708,0.701,0,-5.196,1,0.0328,0.031,0,0.392,0.504,120.932,0oTyoTKEKMdF3rXcOLyEfN,222097,4
3237,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,3zksbXteOCeSusJ5Xltr3t,175961,3
3238,0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51E-06,0.0898,0.317,102.914,3NkJNL3WqO1Lqc3uNDxvCN,190107,4
3239,0.713,0.725,6,-9.951,1,0.0385,0.539,0.886,0.111,0.24,122.041,3rCtueI7qBN2kZBZnXuk5K,369462,4
3240,0.666,0.465,5,-9.054,1,0.0345,0.0177,0.00143,0.199,0.462,134.962,2OZXdq8Z8pyvGWDnzhHFEX,196215,4
3241,0.609,0.789,11,-5.565,1,0.0468,0.403,0.0811,0.0446,0.717,144.047,18IyalmZGqUTwvZStMf7A1,223853,4
3242,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03,4PvbbMYL4fkToni5BLaYRb,185307,4
3243,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,7zTTDkkLkJ2iHAqq1daDCr,226006,4
3244,0.513,0.565,5,-8.834,1,0.0351,0.576,2.90E-05,0.134,0.597,89.96,6sScx7A12QirSJmHtb7pNJ,232467,4
3245,0.587,0.724,6,-6.776,1,0.0321,0.614,0.000166,0.155,0.837,106.993,2YEnGQwfXZokCfRbTykYbo,222353,4
3246,0.482,0.267,7,-11.638,1,0.0262,0.722,0.02,0.125,0.347,140.617,2x2x2U3sAv6IP7O0F9zEvc,245840,4
3247,0.347,0.326,4,-7.198,0,0.0309,0.312,0.00603,0.107,0.0501,101.998,50nZ2pvMssa7zcSI8ZgARe,256227,4
3248,0.48,0.649,5,-8.25,1,0.0649,0.338,8.07E-05,0.127,0.502,159.876,43LyU3AugjPv9B8tcWSt3u,250707,4
3249,0.641,0.807,0,-2.545,1,0.056,0.0439,0.0304,0.205,0.965,163.955,3AOVDqNiX73IUQz4Wo7aj7,117073,4
3250,0.601,0.583,11,-6.993,0,0.0307,0.354,0.00377,0.116,0.346,105.051,5SDAxyrCJciSNXd0bWNlqk,183013,4
3251,0.597,0.827,6,-3.713,1,0.0367,0.00506,8.72E-06,0.0692,0.732,148.014,1f540HAREvkUTVM0BU0BmD,215080,4
3252,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,2INhKpUdzh7v0j041gZNsz,268893,4
3253,0.816,0.322,1,-12.305,0,0.079,0.344,0.000452,0.105,0.254,133.021,4PD3O5Wne8zUf6HT3aDR7g,173240,4
3254,0.871,0.539,0,-4.924,1,0.0864,0.357,0,0.298,0.79,97.991,2xtufKBFGFjQ73OpKxKfyJ,163161,4
3255,0.762,0.516,2,-7.138,1,0.495,0.695,0,0.266,0.459,172.033,71wniZVzlEkV6aRJyiI0wf,167442,4
3256,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,6EOKwHETwSkZ9gW2b6ASE0,131240,4
3257,0.582,0.525,1,-7.163,0,0.0627,0.111,0,0.134,0.51,133.249,2Ch7LmS7r2Gy2kc64wv3Bz,260253,4
3258,0.905,0.538,1,-7.537,1,0.281,0.0407,0.00293,0.0495,0.903,113.96,7FzhBc53MGYpJLI9ckUt2r,151579,4
3259,0.635,0.652,0,-4.303,0,0.127,0.0757,3.35E-05,0.337,0.322,147.955,3eEMeaaT3otIimFCcYcS7i,183413,4
3260,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,78QR3Wp35dqAhFEc2qAGjE,145543,4
3261,0.567,0.868,9,-2.327,1,0.0859,0.0314,0,0.1,0.668,127.545,5o1TaTsFtDddxLa2BKw29y,216687,4
3262,0.791,0.718,10,-6.343,0,0.0643,0.0541,0,0.334,0.422,108.049,7qRBXrTLfhdyG7bi6DuURv,177653,4
3263,0.849,0.362,2,-8.585,1,0.41,0.519,1.62E-05,0.233,0.419,81.143,3UJS9aEUbtYO8kMl1IK1r3,237157,4
3264,0.785,0.44,1,-8.182,0,0.178,0.553,0,0.103,0.568,80.021,6WY88gYhRrnqS4wGtO45TH,207719,4
3265,0.769,0.546,3,-7.902,1,0.0769,0.538,5.30E-06,0.144,0.355,129.987,6IchlhS8L9f17NA3xn8z8m,152500,4
3266,0.56,0.537,0,-7.099,1,0.383,0.281,0,0.144,0.639,79.094,0i1qCBWE1JbfbCBPAofuHT,187781,4
3267,0.722,0.46,11,-16.176,0,0.641,0.352,0,0.112,0.696,183.954,6M3ngQQ0hEx9MZoB4oS6jv,138057,4
3268,0.771,0.636,2,-5.131,1,0.229,0.318,6.00E-05,0.0647,0.451,79.832,7frG49GBDHPPvxXRVLRwle,219720,4
3269,0.663,0.904,6,-6.198,1,0.199,0.402,6.79E-05,0.151,0.76,156.159,25MCdr9elP5XqWboOUAEsM,86210,4
3270,0.519,0.899,2,-3.498,1,0.294,0.77,0,0.118,0.575,77.52,3UtuT2UsA6UsS98gG6sD0e,212592,4
3271,0.873,0.479,5,-6.683,1,0.222,0.656,8.13E-06,0.19,0.945,108.014,3aUviSdBVbsdmH406j5GZC,135013,4
3272,0.75,0.502,10,-7.184,1,0.31,0.238,0,0.106,0.301,82.54,5u431x19PX588bk9XGlwN8,234730,4
3273,0.468,0.516,7,-10.006,1,0.36,0.439,0.000735,0.382,0.535,160.062,5smpR8TVfiPxywEHr1NbJK,302355,4
3274,0.434,0.761,6,-6.935,0,0.27,0.0727,0,0.573,0.565,146.649,4YSapiScnAhm8m9nj5k6bJ,166271,4
3275,0.535,0.84,0,-6.862,1,0.482,0.782,0.0134,0.294,0.702,89.368,5wXZXabu8JyRGNHqgueUHm,209285,4
3276,0.826,0.365,1,-7.024,1,0.0412,0.849,3.80E-06,0.186,0.802,85.244,4zMmqb0pYwX6b0qc0slCoT,239324,4
3277,0.718,0.406,0,-10.511,1,0.318,0.292,0,0.091,0.221,174.032,5X5w66oR8QlDrHDTWrEZeh,165517,4
3278,0.801,0.601,11,-7.362,0,0.203,0.147,0.011,0.108,0.282,96.998,4pjcxC0qgXWZWmcBjzn1az,283225,4
3279,0.479,0.717,10,-8.305,1,0.222,0.728,0,0.167,0.798,85.225,00mZFEvLTlNQhMUazb6xYg,171886,4
3280,0.764,0.46,4,-6.259,1,0.403,0.864,0.00108,0.137,0.523,78.01,2PBPvb7jYJnFgPZWcnqK0O,186153,4
3281,0.531,0.614,5,-8.746,0,0.297,0.627,1.12E-05,0.171,0.636,81.293,09lgtisfbv0A7IdGAHGrOS,180337,4
3282,0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,7oJrVhiTPZGBXWPwhxjy9S,156000,4
3283,0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,75lcPkAkUsKWHGBlGM476R,175954,4
3284,0.579,0.698,2,-5.701,1,0.0827,0.107,0,0.174,0.302,165.071,0qy1xNhQvnRhEpvKxdXYUR,200213,4
3285,0.523,0.678,8,-6.071,1,0.0692,0.000616,0,0.142,0.277,159.909,0INehbMZOFPnaPBAjK97i3,244194,4
3286,0.764,0.475,0,-12.618,1,0.114,0.345,0,0.14,0.34,129.974,40yJGQyEaBbIkXpwMFkXip,243270,4
3287,0.883,0.456,1,-8.338,1,0.0664,0.0122,7.19E-05,0.114,0.13,130.445,4KvXkK07Xyxix6k4Hi60Ia,217187,4
3288,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,14mHfNsSHN0FbLftyjrV9g,195637,4
3289,0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,158.896,5nzhL67GpF9szXWg5y509A,203881,4
3290,0.676,0.623,6,-7.297,0,0.0352,0.226,1.66E-05,0.159,0.347,111.466,230wNo1dnexltKYQbsW7oD,209489,4
3291,0.921,0.607,1,-7.397,1,0.209,0.525,1.12E-06,0.123,0.753,140.071,1B4gJRq61xTs6r1O0Uq2iY,197079,4
3292,0.661,0.44,2,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937,6vWEAOUSxohKxhp0K1BsxL,230400,4
3293,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,3oDkdAySo1VQQG0ptV7uwa,175755,4
3294,0.749,0.398,5,-7.44,0,0.171,0.648,1.26E-06,0.115,0.0859,80.032,05nbZ1xxVNwUTcGwLbp7CN,226040,4
3295,0.751,0.776,9,-5.266,0,0.0357,0.223,0,0.0507,0.603,129.987,1NF9EkR5OpMaoVWbsllcm9,162462,4
3296,0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,7zLYKWcXnYeHHWidalz7rj,165000,4
3297,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4VXIryQMWpIdGgYR4TrjT1,165820,4
3298,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,7eBqSVxrzQZtK2mmgRG6lC,268434,4
3299,0.677,0.714,11,-5.637,1,0.0287,0.162,0,0.0717,0.355,94.956,6G0FACzGN80Dj2v4ass5rq,136568,4
3300,0.773,0.836,9,-2.326,0,0.153,0.283,2.10E-05,0.0828,0.497,112.01,7x9nXsowok1JszkVztI5NI,201271,4
3301,0.704,0.543,6,-14.042,0,0.72,0.0159,0,0.0961,0.206,101.033,4PDvFyW8sYdEv38JdSkQ7E,167506,5
3302,0.759,0.643,0,-6.988,1,0.113,0.0448,0,0.676,0.293,114.979,4BoFHAOqaWlqeGV2UWOhCj,228506,4
3303,0.787,0.713,7,-5.252,1,0.401,0.0849,0,0.717,0.761,175.046,4sWuPniHClkInYAnzXAYUF,148759,4
3304,0.771,0.621,1,-7.453,1,0.0376,0.0297,0,0.124,0.154,101.007,0jrz4ZQKCsC6h2vzqgHiEp,334067,4
3305,0.69,0.729,11,-5.819,0,0.221,1.70E-05,0.0431,0.152,0.357,91.376,0ySCYRXVugL9xDBecGc0jr,202107,4
3306,0.801,0.591,1,-5.217,1,0.0742,0.0911,0,0.222,0.51,130.078,3Ekf03Q2j0QEKiqiHUpram,163504,4
3307,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,6PypGyiu0Y2lCDBN1XZEnP,320267,3
3308,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07E-05,0.0799,0.561,123.711,0bfvHnWWOeU1U5XeKyVLbW,203680,4
3309,0.921,0.668,7,-8.73,1,0.235,0.0949,0,0.592,0.892,131.059,4SyadrABZJIjeND1HPJS31,296587,4
3310,0.721,0.75,6,-6.098,0,0.0377,0.0423,0,0.117,0.749,104.854,1LTPWQd96vcnMmM5EV96gA,161537,4
3311,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,3XKIUb7HzIF1Vu9usunMzc,261973,4
3312,0.706,0.745,10,-5.97,0,0.441,0.136,0,0.268,0.598,91.08,70lVHIHJE2tUXH7FxNOz3z,283077,4
3313,0.702,0.565,9,-8.863,1,0.0329,0.216,4.78E-06,0.117,0.355,125.019,5ossLri0sAPCRdg7wbKi43,191200,4
3314,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,7B3z0ySL9Rr0XvZEAjWZzM,188387,4
3315,0.364,0.261,7,-11.645,1,0.029,0.729,0.0273,0.125,0.347,140.712,1eoC1H5GBM9IikwdHxsdhJ,245840,4
3316,0.657,0.765,7,-5.403,0,0.0444,0.14,5.32E-05,0.268,0.594,100.045,09JoZQfNueviYXW4wQdljL,205133,4
3317,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,567UAkWoLBqZ709s3Qcbze,261973,4
3318,0.561,0.286,2,-10.917,1,0.0266,0.852,3.56E-05,0.116,0.409,90.004,2EcQY09CYgJ1qk6H1qZf8h,221720,4
3319,0.64,0.793,1,-6.218,0,0.115,0.0314,1.24E-05,0.0382,0.894,164.055,6VVQqYQ7Sv256dKn3Csk8L,195707,4
3320,0.659,0.435,5,-9.788,1,0.0571,0.632,0.0694,0.0882,0.251,107.988,1Mrq3vlXr6IWJ7cBCLYfMH,223053,4
3321,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,7brQHA2CgQpcMBiOlfiXYb,251187,4
3322,0.35,0.476,5,-10.653,1,0.034,0.765,0.0039,0.0785,0.293,171.938,36ylLzMtvJ2CItc7bN4TcF,314987,4
3323,0.76,0.701,3,-6.393,1,0.042,0.232,0.00295,0.07,0.81,140.023,7ygO2E3yfwZVYbzaPdGzed,204467,4
3324,0.572,0.684,9,-5.64,1,0.0649,0.114,0.00785,0.364,0.908,135.926,5u7JGFtQNT0Zj7TOykBS7s,178667,4
3325,0.6,0.293,10,-9.841,1,0.0304,0.911,0,0.123,0.545,100.015,47DHoEPxnSkT4f626qo5Mw,160524,5
3326,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,7JDWhC422Gtk1Bq0mL3OTC,180161,4
3327,0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25E-06,0.226,0.449,139.98,4PUWpNtDejQwwa80LjvxXl,197880,4
3328,0.752,0.276,5,-8.901,1,0.0463,0.876,0,0.103,0.275,126.135,6TpowNTagUJ7f8ctFFCVN8,223467,4
3329,0.385,0.62,1,-8.316,0,0.147,0.0815,0,0.352,0.415,75.564,7i1pavASRUZk62ejaUIESa,242672,4
3330,0.674,0.865,6,-6.167,1,0.0412,0.0462,0,0.381,0.694,131.975,4ZdmTNaBTErD8n9AQE0YaX,297715,4
3331,0.634,0.505,0,-7.753,0,0.0341,0.506,1.80E-06,0.116,0.136,89.045,614GWtz7F9A61E9OPZqNkU,218827,4
3332,0.566,0.261,10,-8.801,1,0.0375,0.863,0,0.106,0.477,97.595,7jwZYPS8reDirsT4Mvqpui,178795,4
3333,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,7qrBYrivpvfXUPBMmqh3dA,136914,4
3334,0.812,0.447,11,-7.629,0,0.0765,0.552,0,0.323,0.703,125.075,04oG24PjVs59q72Id8wXFK,161876,4
3335,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,5kfNriitmkNE8mUbZ7gbq8,210667,4
3336,0.86,0.667,0,-7.531,1,0.0505,0.215,0.00103,0.134,0.759,89.998,2qTowc2Vqy4GjtLYKxTHiw,261840,4
3337,0.607,0.708,9,-7.428,1,0.0539,0.377,0,0.294,0.551,97.005,5sCvipEhpAhVhu3K6kzm1P,163690,4
3338,0.578,0.338,8,-12.005,1,0.0405,0.355,3.92E-06,0.0866,0.53,83.876,6olfAuiqOGpkQLo4i5A7nd,246545,4
3339,0.563,0.842,4,-8.011,1,0.0284,0.325,0.293,0.157,0.729,149.001,2r7JYb8F8IrS5n9RO1jPPo,255506,4
3340,0.655,0.653,4,-7.488,1,0.0278,0.502,0.75,0.0781,0.732,114.995,0CyRloqqjpeKEAd3cO6J6z,187820,4
3341,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,7sWRlDoTDX8geTR8zzr2vt,156267,4
3342,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW,175721,4
3343,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,3Cx4yrFaX8CeHwBMReOWXI,287733,4
3344,0.721,0.805,9,-4.134,0,0.0927,0.05,0,0.153,0.653,118.058,40nPimvmG05WYS7983bawZ,189133,4
3345,0.594,0.663,6,-7.588,1,0.0292,0.00512,0.123,0.162,0.806,111.123,7KmawNv6JUgZ54gSyVF6VQ,182607,4
3346,0.598,0.94,6,-4.18,0,0.0727,0.144,0,0.346,0.731,170.043,0ejQ0B2AeJqrlvSUwoouvc,291032,4
3347,0.505,0.83,0,-4.563,1,0.0392,0.0135,3.37E-05,0.308,0.51,166.04,20Ug986tbadOtTXV3OBUPJ,260520,4
3348,0.414,0.663,6,-7.77,1,0.0456,0.163,0,0.138,0.33,108.98,7nDFTHHwfe32a8qdp9XqPy,223400,4
3349,0.781,0.548,0,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996,7rdUtXasA973gmrr2Xxh3E,214255,4
3350,0.172,0.801,9,-5.254,1,0.0569,0.000226,0.02,0.334,0.168,155.11,6gyFuPUQEM8MUlAotxGN8i,501841,4
3351,0.362,0.752,8,-4.589,1,0.0547,0.000163,0.677,0.0678,0.466,172.241,6IE47jpPeatF2Iay7GZtEc,192080,4
3352,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,1jJci4qxiYcOHhQR247rEU,302840,4
3353,0.555,0.377,1,-9.123,1,0.0295,0.671,0,0.128,0.619,78.986,0QGwOFQChzflLAmPq5NwKo,158253,4
3354,0.547,0.335,4,-9.2,0,0.0307,0.747,0,0.101,0.474,115.838,2DpJ9T2RVRanZcYFHKOAfA,154733,3
3355,0.402,0.552,10,-10.158,1,0.0258,0.028,1.36E-05,0.0929,0.668,145.164,3m7V717IKZqZLW5qUIOxdD,431333,4
3356,0.417,0.36,9,-9.521,1,0.0375,0.883,0,0.286,0.699,175.482,0CozDlSNCJObj8Jqeq71sh,129253,4
3357,0.877,0.637,1,-3.493,0,0.101,0.00516,2.50E-06,0.0959,0.569,119.988,1gZ7i4qxXkHZb1r6eioaAP,272080,4
3358,0.696,0.943,4,-2.962,1,0.0431,0.0736,0,0.653,0.833,129.003,3CSpzkoL1XgDBZ1q9aDCUV,194867,4
3359,0.771,0.687,11,-9.814,1,0.0693,0.0318,0.000225,0.89,0.783,118.392,2LlQb7Uoj1kKyGhlkBf9aC,357800,4
3360,0.496,0.703,7,-6.905,1,0.0376,0.525,2.08E-06,0.305,0.936,130.915,5Qe7NHxeLAn8KoLTNLSdwe,146720,4
3361,0.697,0.661,4,-5.214,0,0.029,0.0102,1.72E-06,0.0502,0.527,105.017,61MgAcsjPLOgFn0rt2jYzy,230524,4
3362,0.729,0.936,9,-7.536,1,0.0776,0.0129,0.000892,0.0367,0.598,131.986,06hsdMbBxWGqBO0TV0Zrkf,194000,4
3363,0.555,0.923,0,-5.908,1,0.0482,0.0411,0,0.112,0.682,116.012,35a4Kzyo9XY4FI9FaSIzzF,221920,4
3364,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12E-05,0.202,0.872,107.661,2lnzGkdtDj5mtlcOW2yRtG,196160,4
3365,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,3ibKnFDaa3GhpPGlOUj7ff,256733,4
3366,0.594,0.943,8,-4.719,0,0.048,0.0818,0.00113,0.0882,0.914,172.615,3iMmPeDuCBw8h6t1ZQFn4t,200333,4
3367,0.764,0.694,11,-5.745,0,0.189,0.0439,3.67E-06,0.18,0.581,146.075,7EKTo6rVJ3XSS7QTd6ep2j,223933,4
3368,0.421,0.873,10,-4.343,1,0.0565,0.0653,0,0.123,0.63,84.803,1X1DWw2pcNZ8zSub3uhlNz,202533,4
3369,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,4JehYebiI9JE8sR8MisGVb,261640,4
3370,0.67,0.868,1,-5.566,0,0.0417,0.17,0,0.0826,0.772,97.053,5SFJRXA0zX2xFIZHBXcnI5,216907,4
3371,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,0kzw2tRyuL9rzipi5ntlIy,199080,4
3372,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,6naxalmIoLFWR0siv8dnQQ,211160,4
3373,0.452,0.788,7,-5.712,1,0.0326,0.00283,0.000116,0.441,0.793,126.739,2SUpC3UgKwLVOS2FtZif9N,322093,4
3374,0.658,0.924,7,-3.035,1,0.0559,0.0414,0,0.342,0.733,122.051,2zb72zK0BvDZ3IgaXBLd79,194370,4
3375,0.376,0.468,7,-7.793,1,0.0328,0.835,0,0.0998,0.463,154.651,3zvzTpFMeZ1j5FkNcQdeaF,215829,3
3376,0.406,0.484,10,-4.763,1,0.0333,0.811,0,0.371,0.16,133.986,7q2ildKFVnWZsHDtB8WH5r,210635,4
3377,0.76,0.585,11,-9.147,1,0.037,0.00477,0.374,0.145,0.756,125.822,7KkStID9wWJz2YawocOh5r,183360,4
3378,0.31,0.16,9,-9.947,1,0.032,0.732,0,0.18,0.14,84.143,1xKScU3i8ho0OIhNoC5YW9,178200,4
3379,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07E-05,0.132,0.143,181.74,6lfxq3CG4xtTiEg7opyCyx,201933,3
3380,0.41,0.0485,0,-13.918,1,0.038,0.947,0,0.108,0.247,137.97,6yIHGmQLJxWAUZ1ZkENemN,173175,4
3381,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,07nH4ifBxUB4lZcsf44Brn,212960,4
3382,0.226,0.136,5,-19.203,0,0.0327,0.862,8.07E-06,0.302,0.263,79.37,1oDCK7PW72XEZ1pE5rh87A,173267,5
3383,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,5lwpECjoGfjRFHG96NqqRO,239894,4
3384,0.663,0.828,11,-6.048,0,0.0385,0.00106,7.38E-05,0.549,0.692,110.981,3pWgApiBuHGpaw83OG4SIC,202024,4
3385,0.668,0.886,10,-4.751,0,0.0461,0.000499,5.78E-05,0.141,0.397,128.077,0eiYRCRLr2oAU7r5ciQyDp,203759,4
3386,0.637,0.842,0,-4.53,0,0.0571,0.0279,0.00663,0.429,0.377,128.008,7B83XczYSjqkdojHFppmXX,210034,4
3387,0.663,0.828,11,-6.048,0,0.0385,0.00106,7.38E-05,0.549,0.692,110.981,21pk3IBK6R9FDKgI55Pijp,202024,4
3388,0.658,0.924,7,-3.035,1,0.0559,0.0414,0,0.342,0.733,122.051,5PPVzcy7aTHjp13CzRpnLO,194370,4
3389,0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,7AL6qzIDHIX7pEUWrzNiIs,193467,4
3390,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,2P91MQbaiQOfbiz9VqhqKQ,197437,4
3391,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820,4
3392,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,4YOJFyjqh8eAcbKFfv88mV,286667,4
3393,0.795,0.789,2,-5.21,1,0.259,0.0133,0,0.113,0.535,149.961,1AKGJQIHP3dIPuhOjdxD6a,134417,4
3394,0.31,0.464,7,-8.755,1,0.0275,0.156,8.94E-06,0.132,0.431,144.775,36CKza28wMxYdjdzji7ine,188307,4
3395,0.378,0.505,2,-10.863,1,0.042,0.432,0.000226,0.27,0.415,95.254,3LMXAUFA6PWe0iHyHfMKRL,161093,4
3396,0.56,0.434,4,-14.151,0,0.0729,0.55,0,0.346,0.664,112.803,4FmCUATNIarCQh72JYdvnm,187040,3
3397,0.4,0.515,2,-9.704,0,0.0367,0.571,0,0.367,0.705,142.128,2OWUFdiA9SAgmBBHUxNb1m,157040,4
3398,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,3Xls4cNOwy01dtrNXb1inG,298333,4
3399,0.389,0.487,2,-12.226,1,0.0332,0.0736,0.000751,0.333,0.366,126.747,5wzYIbYrLZ3OiLCUyYISc2,223373,4
3400,0.197,0.0909,5,-18.863,1,0.0334,0.897,0.00152,0.108,0.108,86.981,0aMBJsMtNUl5Ow5XZ77vZr,250933,3
3401,0.437,0.301,0,-8.519,1,0.0384,0.645,0,0.117,0.203,126.016,22uyZjmZR0DX8FyrIwQl35,219000,4
